label,text,cuisine,price_range
1,"We came here for a drink and snack. It was pricey for small drinks and the nachos we ordered were huge but not very good. Atmosphere was kind of cool., they have a volcano that erupts inside the restaurant.",,
1,"Willy and Jose's only gets two stars and that is because the food was good.  The prices where to high for a Mexican Restaurant in Las Vegas.  The service was terrible.  I ordered a Cadillac Margarita that is supposed to come with a float of Grand Marnier.  The Margarita showed up and it was over flowing because it was watered down.  I like mine on the rocks, so I am guessing it just sat at the bar while the waitress (we were one of two tables she had) did something else with her time.  I drank a few drinks out of it and my wife reminded me of the float.  So the margarita sat there getting more watered down while I waited for the waitress to come back to the area of her only two tables.  Finally she showed up and I reminded her of the float so she took it back to the bar.  I figured they would remake it.  Nope all the did was add a half shot of Grand Marnier and send it back.  It was 80% water by this time and terrible.  My wife had iced tea,  the waiter who had the section next to us kept his tables well watered and well taken care of on iced tea and soda.  Do you think that he could come to any other section other than his?  Nope not at all.  He by passed us every time.  I asked the busser for some more tea for my wife and she went to go and get the server.  It was terrible service, then I was charged for a soda and I only had water.  Then it was a huge production to get the $2.75 taken off that they charge for soda.  Like I said the only redeeming quality was that the food was cooked properly and tasted good.  There are to many good places to go for Mexican food in Las Vegas to waist my time with Willie and Jose's.",,
3,"The newest addition to the 'Brass Monkey' family launched on Friday night, and it was a pleasure to be there to help them celebrate!\n\nThis basement bar sits under 'The Argyle' in Marchmont, and has entrances from either side of the bar above. I know this place well, as we used to come and do the pub quiz here every week (although we've now de-camped to the Brass Monkey Leith quiz on a Monday!) and I've certainly never seen the bar as packed as it was on Friday!\n\nWith it's low ceiling, comfy sofas, chunky wooden tables (some of them a wee bit wobbly by the way...that may need sorted!) and cosy candles, it's a great cellar bar and the music selection was varied and brilliant (Pearl Jam on a playlist always makes me happy!)! I also noticed a new giant television up one end of the bar, so I'm presuming there'll be great films on show as there are in the other Brass Monkey bars.\n\nThe actual bar is small but there was a good selection of draught/bottled beers on offer, and all the spirits you may ever want. I heard tell there was a cocktail menu too, but didn't get the chance to try any on this visit.\n\nAs for the toilets...there was only one and, because the bar was so busy, we quite often ended up in a giant girly queue. However, it gave us time to discuss how we were mightily impressed with the power of the new hand-dryer, and how lovely they smelled too!\n\nThe Cellar Monkey is a perfect place to head for a drink, blether, and read of the paper on a cold winter afternoon, and it'll warm the cockles of your heart on a equally cold winter night! It doesn't quite have the same atmosphere that the other bars have, but I suspect that'll develop through time as they settle in and really make this bar monkey-tastic!",,
1,"So we stayed at The Stratosphere for my birthday, which gave us 2 for 1 discount tickets to this show. We got a \""VIP table\"" for about $79/couple (there were four of us). Basically the story line of this show is about a head vampire guy who has a coven of hot vampire chicks and is looking for love but all he really gets is sex (oh poor him). There's no actual speaking in the show, the story is all progressed through 80's rock music. The story line was pretty cheesey, and the dancing was a bit mediocre. A few of the girl were talented but most were lacking actual dance training. Plus a few of them weren't even good looking (dont know if the guys were actually looking at their faces though). There was a bit of acrobatics mixed in which was the highlight of the show, but otherwise I would say that there's probably a better burlesque show out there to spend your money on.",,
0,"Be aware, BE VERY AWARE! ?f you're departing from any terminal after 11pm local, you will have access to ZERO food or drink, other than a water fountain. Be prepared, you have been warned!",,
0,"En ce 24 Ao\u00fbt 2014, quelle d\u00e9ception de se voir servir dans deux assiettes diff\u00e9rentes, la m\u00eame viande, mais avec une couleur compl\u00e8tement diff\u00e9rente et dont, surtout, l'une d'elle avait un go\u00fbt de crevettes...\nOn te rit presque au nez quand tu le fais remarquer...\nNouvelle assiette, pareil, troisi\u00e8me, et bien, t'as tout simplement plus trop d'app\u00e9tit...\nCe n'est pas la premi\u00e8re fois que je viens dans ce restaurant, mais je me dis qu'\u00e9tant dans une zone (tr\u00e8s) touristique, ils ne cherchent pas \u00e0 fid\u00e9liser...\nSauf que maintenant les sites d'avis sont nombreux et donc je vous le dis...\nN'Y ALLEZ PAS, SAUF SI VOUS VOULEZ N\u00c9GLIGER VOTRE SANT\u00c9 !!!\nDommage, le concept de trio de fondues (avec poulet congel\u00e9), pouvait quand m\u00eame \u00eatre sympa...\nM\u00eame pas un geste commercial, avec le caf\u00e9 gratuit...",,
2,"Ambience like Cheesecake Factory, for sure, and I love Cheesecake Factory, the way it makes you feel all warm and cozy. The dim lighting sets the mood. I got the Pasta Pomodoro, which was pretty good, just tomato sauce, basil, and angel hair. I only wish the pasta was more al dente. The pasta with clams was full of clams. Great, prompt service.",,
2,"suncoast is sooo empty lately.  No one really seems to be coming here any more.  Their food/restaurant options are blah and boring, most of their restaurants don't even open during the daytime anymore (only for dinner)  Service throughout the place is fair at best.  As far as the cafe, their menu is very simple and boring and a little over priced.  However their lunch special for their asian food is surprisingly good, and good portions too (only $6.99)  You get a choice of egg drop soup or hot and sour (i've had both before and both are quite good)  an egg roll and I ordered the general chicken with fried rice)  We had also ordered a basket of onion rings and those are large and VERY yummy.  Their cafe wouldn't be my first choice of places to goto but it's ok for lunch.  It's DEFINITELY better then their buffet.  Their buffet is horrible. I'd MUCH rather goto the orleans",,
3,"Starting to really love the food here. They recently changed the menu and happy hour is all night during summer time! What could be better? Service was really great, everyone was so nice and extra helpful. Only thing that could have been done different is the waitress brought the check waaayyy too early. We were still in the middle of our meal and had half a glass of wine each left, it was strange. Maybe she was just in a rush to get done with work for the night. I highly recommend the chicken nachos and the turkey burger is awesome too. For the side order, get waffle fries. Why don't more restaurants offer waffle fries any more, it's a shame! Well, daily dose does...go get them :)",,
3,"As you may or may not have read in my profile, this was the venue where I attended my first concert. It was Tiffany - I was about eight years old, the opening act was a magician (oh, you heard me), and I spent the entire last half of the show crying in the bathroom because it was too loud.\n\nsince then, i've seen such awesome shows there as Modest Mouse, Fugazi, The Violent Femmes, and the Warped Tour. It has seating, but I've never attended a show where it was assigned or ticketed seating - more like grab a seat i fyou want or go down to the stage and stand. \n\ndid i mention the stage spins? pretty rad, so you never have a bad angle, and i remember for the modest mouse show being blown away by the fact that they had two drummers with full drum sets and watching them rock out close up for the first time really ever. the bar area and bathroom (where i hid out from the teenage screams of \""I Think We're Alone Now\"" is in this downstairs basement type area. \n\nall in all i like going there for more well-known bands that aren't huge. it's the perfect size to feel like you're still at a show, and not a mile away watching the action on a screen.",,
0,"This was my 2nd \""B&B Boy\"" venture, and again, this disappointed.   (first was CarneVino) Went here before a show at the Venetian, and had reservation, and didn't need them.  The place was more than 1/2 empty.   It took about 10 minutes for the waiter to come over, bring menus.  On their drink menu, they had Fever Tree Ginger Ale, so I asked if they had Fever Tree Tonic or Bitter Lemon.  Waiter looked confused, and I stated, you sell ginger ale, do you have tonic, and he said I don't think so.  He didn't check - so rather than get him anymore confused I went with a signature drink, which was very good - Blood Orange Cosmo.  Appetizers were shishito peppers and fried, not so fried pickles, which were the highlight of our meal.  I ordered the Royal with Cheese, and the melted cheese and grilled onions disintegrated the bread, and not mid way thru the meal, the first bite.  It goo'd and ooze all over my hand.   I don't mind a GOOD burger to be a mess, but not that.   Had to ask for salt, because even with all the cheese & onion, it still lacked salt.    We stayed at the Mirage, and always eat at BLT Burger - we totally REGRETTED not eating there, and walking over to the show.    I have a cast iron stomach, but I was in desperate need of tums during the 2nd act of the show.   I'd go back for the cosmo, peppers & pickles - but don't want to pay $50 for just that.  I gave it 1 star, because it's not called pickles & peppers, it's burgers, and they couldn't deliver.",,
3,"I discovered this gem of a place near my work and I am so happy! It has a wonderful deli which serves fresh and healthy sandwiches, salads, smoothies, and more. It is also a small store with anything from dog food, to hair dye, to cookies to supplements.. Anything your health conscious heart could desire. Prices were comparable to other health food stores that I have frequented. There are other dishes that I am eager to try so I will be back!",,
3,"I went down to Vitense for some late night indoor mini-golf and I had a great time! I have to say that this was one of the most fun mini-golf experiences I've had. The only downside is that it was really dead when we were in there, so there was no other people to interact with.",,
0,"What a dump!  Paint from ceilings peeling in the hallways.  Trip on the carpet in the hallway from where it needs restretched or replaced!  Truck stop quality bathroom.  Very dirty and just nasty place, even by cheap vegas standards.  Parking garage can't be safe.  There are much better places nearby for similar price.  This hotel is not very nice and the check-in line took 40 minutes!   Nope, this place sucks. Never again.",,
1,"We arrived late at night, and noticed that there's no lane for check-in.  The valet working the driveway told us where to self-park and didn't inform us that the valet is free!  Our room was completely done up in beige.  The clock radio did not work and the shower didn't drain properly.  I had to notify maintenance twice before they fixed the shower, but the staff was very accomodating.  The room was spacious enough and though not completely soundproof, we were fairly certain that our neighbors couldn't hear our baby crying.  I would only stay here again if it was significantly less expensive than its neighbors.\r\n\r\nMonte Carlo has no nightlife (read no night club) and no attractions.  The pool area has a \""lazy river\"" you can float in.  The arcade is beyond small and boring.\r\n\r\nRoom service has a nice selection.  The cleaning staff is very good, but uses way too much lemon-scented aerosol air freshener.  You have to pay for the gym.  And worse, you have to pay $11 per day per laptop for an internet connection.\r\n\r\nThe casino floor is loud and bright.  It has its share of smokers (of course) but is well ventilated enough that it doesn't totally reek.  Alongside are a food court and the following restaurants:\r\n* Market City Caffe (http://www.yelp.com/biz/ppmYIHMCIL5bocUsJSsDWA?hrid=m3R1TFBnWTzGB_8XxuCLjA)\r\n* Andre's Monte Carlo (http://www.yelp.com/biz/pmoIMK8zGWvKsVOPDBYfzg)\r\n* Monte Carlo Buffet (http://www.yelp.com/biz/V9klA6JGT6Fz2UpVP_7sBw)\r\n* Dragon Noodle Company (http://www.yelp.com/biz/5VXlHFrYZZzj7zfZEsz5nQ?hrid=MxhxTquKMr4DI2QE3IZcCw)\r\n* Monte Carlo Pub & Brewery\r\n* Cafe (http://www.yelp.com/biz/-JfncbVURtvuzBbof40o1w?hrid=MLe5OT6nlKSseKc7yWAuCw)",,
1,"I only gambled here and only briefly.  It's a little too hot in there and you'll have a hell of a time finding a cocktail waitress.  Really cool interior, though.  They should find someone to paint one of those crazy depth perception boggling things on the ceiling to make it look like the Eiffel tower extends up into the sky.  If you've been there, you know what I mean.  It would be really cool.",,
1,"We visited this place after taking the kids to the pool and finding the $32 for $16 groupon.  For an \""order at the counter, sit in the food court\"" fast food place, this place is extremely overpriced!!  Some meal combos are over 12 bucks (approaching gourmet burger prices at sit down places with MUCH more ambiance!).  Anyway, our tab ran almost 36 bucks for 3 turkey burgers, 2 fries, 1 shake and two sundaes for the girls.  Good thing we had the groupon to keep it more reasonable.  Of course, with what we got, this place was STILL overpriced after adding in the savings!  Turkey burgers were dry, tasteless and small.  Fries were very unremarkable, our vanilla shake was basically tasteless as well.  I don't know how these places charge as much as they do and still have people frequent them...  What a rip off!!  I will admit that the regular burgers did look pretty good but we were trying to go with somewhat healthier alternatives.  Anyway, if you are after burgers that don't run 40 bucks for a family of four, I think you are MUCH better off at In n Out or Smashburger!",,
4,"Enjoyed every aspect, menu has lots of great seafood choices, service was good from arrival to check, food was delicious- we will return",,
0,The service is so bad the drive threw takes so long they should not even be classified as fast food I am not sure how it takes them 5min a car just to end up getting everything wrong,,
2,"My experience here was last night. I went to a show. It was fucking Shwayze. For some reason I'm slightly embarrassed to admit this. It's because I'm a bit of a music snob. Allow me to correct that..... I'm just a snob.. period. \nI'm a music snob, I'm a wine snob, I'm a food snob.... fuck it, I'm an *experience* snob.\n\n My snobbery doesn't stem from needing to have (or be around) the \""best of the best\"", whatever the hell that means.  It comes from knowing what I like and not giving a shit what you like. Sorry love, it's true. \n\nIt's hard for me to rate my experience here for of a ton of reasons. My company was outstanding.... it would be impossible for me to have a bad time with these peeps. Everyone else around me can rot. Filled with an odd combination of douchebaggery, hipster kids and hookers, it was confusing to the senses. \n\nThe venue itself (as mentioned prior) used to be the Cajun House. It still has the same kind of look to it. It's cute.... kinda.... and pretty small. oddly shaped, \""hall like\"". An interesting place to see a show. Interesting can be good and bad. So can The Venue of Scottsdale. Sound quality was weird. I can't really describe it any other way. I go to shows all the time, in much smaller clubs and sound quality has been better elsewhere. \n\nDisgusting, turd filled, overflowing toilets is also a problem. I've noticed this trend in many a Scottsdale club and I attribute it to all the druggies getting the \""coke shits\"" and cramming all that extra paper down the toilets. Dirty whores... \nI'd go back.... but I won't stand in line and I'll make sure to have a catheter in place before I go.",,
4,"Oh HELL YES.\n\nFriday night.  Bachelorette party.  13 ladies.  Inappropriate attire.  Tequila shots. Raspberry kamikazes.  Red Bull & Vodka.  Incriminating photos.  \""Paparazzi\"" all over the bride-to-be in her veil.\n\nIt is ON until the break of dawn.  \n\nI got us some VIP admission/no cover passes ahead of time from The Wynn concierge so we were able to bypass the line (well, we waited for a few minutes until security escorted us) and waltz straight into the club.  Nice.  My girls and I opted not to shell out $$$ for bottle service because we knew we'd be able to share with (i.e. \""mooch off of\"") other guys and bachelor parties.  Check.  From the moment we stepped into the club until we stepped out into a stretch limo (I guess flirting with the bouncer paid off, shout out to \""Jen\"" for workin' it haha) on our way to Drai's for afterhours, the night was absolute MADNESS.  That crazy, ridiculous, hysterical, hilarious, intoxicated, infamous kind of girls' night out madness that words won't do justice, can only be told with pictures, can't get any better and can't get any worse.  \n\nTryst is PERFECT for bachelorette party shenanigans - plenty of bachelor parties and boys and girls who all want to shake it and take incriminating pictures with the bride-to-be.  Unfortunately, a guy who really, really should NOT have, insisted on giving the bride-to-be a shirtless lap dance.  (Umm,...you need to tuck that back IN, buddy.) Whatever.  The night still rocked.  The outdoor patio area and waterfall are absolutely gorgeous. Spectacular view.  Although Tryst is a pretty large club but, it's sectioned off into several smaller rooms so it doesn't have the feel of a cheesy \""mega club\"" - it feels a lot more intimate.  \n\nUltimately, Tryst gets two snaps, a twist and a kiss (and a booty shake) from my girls and me.  Forget the \""mega clubs\"" like Tao, Pure or Rain.   Tryst is THE place to party in Vegas.  And I highly recommend it for bachelorette parties - pay a visit to the stripper pole and remember to bring your camera.",,
2,"Heard about this local establishment thanks to my sister who saw a profile of it on some Food Channel show. Stopped in at lunchtime to a full restaurant. My server was great. Wait time was a real pain in the booty though. The burger I had was delicious, but nothing special. It's one of those local places that gets too much hype.",,
1,"I was looking for a place for an eyebrow & full arm wax so I thought I would give this place a try. \n\nWhile the facility was clean and the girl at the front was friendly I was sadly not impressed with the end result.\n\nThe price was ok for a full arm and brow it was $30 (Brow was free since this was my first time using them.) \n\nThe service itself.....that was the disappointing part. I have had my fair share of waxing, and I am NOT a fan of their wax. It only took off the hairs to the skin. (Results were exactly like I shaved my arms not waxed them.) The girl who waxed me was irritated at me when I asked her to go back and get spots she missed the first time (that was off-putting.) \n\nI did not find this hair removal method to be effective at all. \n\nIn short I would not return.",,
1,"The draw to this place was the alcoholic milkshakes. And at $11, I thought they'd be stronger, the food would be better and it would be more enjoyable. We waited a while for a table despite there being many open tables...and when we sat down, the table was dirty. \n\nThere are plenty of toppings available for your burger, and they include cheeses, and all sorts of things. If you can think of it, it's probably available to put on your burger. However, I was so disappointed that my mom's food was not to her liking that it made me not even want mine. She opted to order the lobster roll as her salad tasted pretty rancid (you could argue that who goes to a place with Buns in the name and orders a salad, but hey....if you just bought me a pair of Louboutins for Christmas, you can order whatever the hell you want!)...and it served as our late night snack. \n\nLobster Mac and Cheese was passable...not enough lobster, weird kind of noodles and extremely salty. \n\nThe staff seemed to be phoning things in, as I almost had to chase the girl down to pay the check, and once she saw we weren't happy with our food, it seemed like she lost interest...maybe thought we'd take it out on the tip...not sure. I plan on returning to Vegas, but definitely NOT to this place.",,
2,"Honestly, I think people just like this place because: \n\nA) It's cheap, when everything else is expensive in Vegas\n\nB) It's open at all times for all the drunks. I liken eating the food here at 4 AM to the woman you're talking to at 4 AM - you likely wouldn't be going the same thing at noon. \n\nWith that said, I'm probably not the best judge as I just got a tuna wrap and it wasn't any different from any other tuna wrap I've had. I don't eat most of what's on the menu at the place, so I am sure some of their meatier options are decent. \n\nAlso, I am pretty sure a bottle of water here is almost $4. It's tough for me to support any supposedly economical place with that kind of pricing.",,
0,"It is a rare day when I actually have BAD pizza.  I've had mediocre, I've had unexciting, but the other night I actually got a BAD pizza delivered.  In addition, this was a late night after-drinks affair, so I really wasn't picky.  \n\nThe crust was so rubbery, I had trouble biting through it.  This was a plain cheese pizza.  I was very hungry, but I couldn't get through more than one piece.  \n\nNot only that, but it came to like $18 for it.  There were cheaper options, but I figured I'd try something new.  I know better now.",,
1,Rosie is an excellent server! We look forward  to coming into the restaurant but for about the last 2 months the food has not been up to standards we have seen in the past. The pizza is way too saucy and has too much corn meal on the bottom. We are regular visitors to this Rosati's but our last 3 visits have not been the same as we experienced in the past. Has management changed or are there new cooks? We want rosati's to return to what real Chicago style pizza is suppose to be! I hope the kitchen can work out the flaws!!!,,
1,"Overall the experience but fine. No real complications or concerns. \n\nThe potato-carrot mash was amazing once I added more butter. The fried chicken was a bit greasy inside for my liking. \n\nOne of my roommate's ordered the fish and chips and simply said meh. \n\nMy other roommate ordered the steak and fries. While the steak was delicious, the fries left a lot to be desired. \n\nThe homemade jelly on the table was excellent. Extra sad I couldn't buy a jar or take a sample home. Something about labels being needed and it being available for sale soon.\n\nBest part of the meal was the pretzel I ordered and dipped in the apple jelly!!!",,
1,"Massage Therapists: great!  Management: less than favorable. I've been a member for over a year, and in general, they simply make being a member more of a pain than a pleasure. Unfortunate, but true at least for me.",,
0,Service is terribly slow. Orders have never been correct. Manager Oscar is trained in a third world country. I have boycotted this location for the last year and I live and work within walking distance of this place. I'd much rather go out of my way and give my money to the Boca Park location.,,
2,"attended for the special nuit blanche 2012 menu. the food was good. nothing too memorable and no real stand outs. service was good enough.\n\nyou won't go wrong here. be prepared to pay a price though, the decor comes at a cost.",,
2,"Have had dinner here twice. The first time had the Dungeness crab and shrimp boils.  Delicious shrimp, tasty and succulent. The crab was not as wonderful. Having been from San Francisco, we have eaten A LOT of  Dungeness crab. This was a little mushy (well more than a little). \nThe second time here, we skipped the crab and had the shrimp boil and added the clam boil, both were very good.\nWe will return in the future.\nIf you decide to visit the Angry Crab, be prepared for a messy good time. Also, if you don't order carefully, you can end up packing on way too many calories!",,
1,"I just called to find out if they have incense smoking bottles and the hangers. I then wanted to know the price and was told, \""We don't do pricing over the phone but our prices are very reasonable.\"" Well, they are usually a little higher than other places. Also, I live in the West Valley and don't want to drive to Tempe from here if the price is too much. You may have just lost my business with your lack of customer service.",,
3,"Everytime we come here, we always order the family feast. The serving is overwhelming. I love the ribs and brisket. (the sides too!) Can't get enough of it. The ambiance is nice too. I just wish the servers a little more attentive to the tables they're serving cox the last time we were there, it took a while before the waiter refilled our drinks.",,
1,"it's okay, like the vegan aspect. using tofu in place of paneer is not a good substitute, i'd rather go without than have the tofu in there, it's just not the right texture.  Spice level was ok, could have had more flavor, heat level was fine.  The \""veggie based\"" rather than cream sauces they tout are a great idea, but sit/walk by the kitchen and look around, you'll see big jars of veggie stock base. You know what that stuff is? Salt, more salt, msg, yeast extract, and some veg flavor.  C'mon, if you're trying to do healthy then why base all your sauces on fake flavored salt paste and pass it off as a healither option.  Honestly, i'd rather have the full fat, cream laden version that tastes so much better, at least it was natural.",,
4,love the new location...as always staff and management is awesome...and the food is OFF THE CHAIN!!! thanks also to contributing to help the needy.,,
3,"My coworker and I just left there. It was my first time trying this place and it was pretty good. I checked it out online before I went and people compared it to In N Out. To, me The Habit is better by far especially their fries. My burger was a little pink inside but not enough to make a fuss about.  The only drawback today was the landscapers. Seemed like everytime I started talking, he'd fire up the saw he was using lol.  Will definitely eat here again.",,
2,"I went here for lunch today with a friend. I ordered the drunken noodles and she ordered the pad see ew. I saw the little salad cart, but no one told us if that was included in our lunch or not. So we sat there trying to make eye contact with someone in order to ask if we could go up there. We finally were able to ask as our food was dropped off. It turns out it is included! That would've been nice to know. We went up and got soup and salad. The salad was alright, fresh, but the dressing wasn't my favorite peanut dressing ever. The soup was kind of boring, not the normal either coconut -y and sweet soup or the tasty veggie and tofu soup.... it was just chicken broth with chopped, not completely cooked bits of carrot in it. Kind of meh. My noodles were alright, they were spicy, but everything was chopped up real tiny so it was hard to find the noodles. This drunken noodle was a lot different than others I have had, it had egg and had way less veg in it. It was alright, but not my favorite. My friend ordered her noodles medium spicy and it was a bit too spicy for her, so that's something to note. I thought the service was fine, not very friendly, but efficient. Overall, this place is alright, not the best, not the worst.",,
2,"I booked a ride from the airport using their app.  Seemed like a good idea at the time.  \n\nOur flight was late in NY, so we missed our connection.  I immediately pulled out my phone and changed the pickup time on the app.  from a 6 pm pickup to an 11 pm pickup.  \n\nPresidential decided to then email me to confirm that they would be there at 6.  I emailed them and insisted \""no, 11 pm, please\""\n\nThey sent a driver at 6:00 anyhow.  I guess just because they could.  So they then charged me for a no-show, despite an app time change and two emails changing the time.  \n\nThey have competitors in Las Vegas, I live in Las Vegas, so I use limo services all the time. \n\n[UPDATED] - Although the customer service person from the night I posted this review took the position that I would have to pay a cancellation fee, it appears that the management has decided otherwise.  \n\nAs a result, I am lifting my rating from 1 star to 3 stars, and I will give them a chance in the future to earn my business back.",,
2,Basic fast food style crepe place. I had a mushroom and cheese crepe which was entirely decent but really nothing exceptional. The have a $10 credit card minimum.,,
1,"Needless to say, this is not your typical big production LV casino.  I didn't think it was even worth the $15pp that they guys paid (girls were free, since we got on Chris Hornak's list).  The music was all over the place.  Part of the time it was top 40, and they threw in some 90s music for kicks.  It got worse as the night wore on, so we left.  The view is great, but I was here to party.  The roof was retracted while we were there, but that wasn't as exciting as the club makes it out to be.",,
3,"Staff is awesome, stephanie is the sweetest!  they are all knowledgeable and professional",,
2,I love Dr. Chambers but mannn the wait took like 2 hours long!!!!! I finally left and rescheduled. I couldn't wait another hour!!,,
4,"Excellent High End Dinning option ! Girl at the door is uptight, can be direct and lacks customer management skills. But in the end they recover good and for sure good food. Would highly recommend it",,
3,Staff was very helpful.  This is the fourth time we've used them over the years and they have always been knowledgeable and willing to do whatever it took to satisfy the customer.,,
2,The sandwiches and salads here are great. I usually come to pick up some sushi if I need a quick lunch and am craving raw fish. The location is kind if small and has limited seating which is fine if you are planning on just bringing something back to your desk,,
0,"We used to dine here often but the last couple of times have been awful! We went there for lunch on a Sunday -they were pretty busy but the wait wasn't too bad. Everything was going alright until our meals came. I ordered the pasta ala vodka which was completely cold but that was nothing compared to what my husband received. He ordered the lemon chicken and when he cut into it, it was COMPLETELY raw! We flagged down the waitress immediately and she didn't even seem concerned with it, she just said \""ok I'll get you another one.\"" She treated it as though we were complaining about the portion size of our food, not the fact that it was raw! It took over half an hour for my husband's plate to come out. I had already finished my meal so we didn't even get to eat together. Now, we are never the type of customers who complain and try to get things for free but I told my husband that they better not charge him for his entree being that if he would have taken a single bite out of that, he would have become terribly sick! She brings out the check and nothing. She had the nerve to charge us for the raw chicken. We asked to speak to a manager and she said \""well can I just offer you a dessert instead?\"" Absolutely not! You can't make up for a $16 dish with a $5 dessert but we simply said no thank you. She walked away then came back a second later and said \""she would just take care of it and to have a nice day.\"" We were baffled by this because in no way were we trying to get our whole bill take care of but we had been there long enough so we just left her a $20 and walked out. My husband thinks that there is a chance that the waitress pegged us as \""dine and ditchers\"" but regardless, we will never be returning to Brio.",,
4,"AWESOME...some of the best Mexican Food you will find in the Henderson area.  They strive to provide you great service, great food and great surroundings.  We have NEVER been disappointed here and even though this is one of the first times I have checked in on Yelp for this place, we have been many many times and will continue to return to this place.\n\nIf you are in the Henderson area or if you want some great Mexican Food with some great company, this place will serve you until 2am, 7 days a week....that you cannot beat...",,
0,"We went with high expectations and were sorely disappointed\nFor me , a culinary infraction in a highly touted restaurant can be overlooked if at least the service is acceptable which was not the case here\nTo think that they would mess up a simple dish like steamed mussels and frites is remarkable\nIt was poorly prepared , dry , and cold cos the waiter forgot about it\nThe last straw was that the waiter never once asked how the meal was, quietly came around with his card swiping machine , picked up the tip and went off and we like idiots actually tipped for this abismal meal\n\nAvoid this place there are a ton of amazing restaurants in Montreal",,
4,"THE standard for wings in Arizona, in my opinion.\nTeaks cooks their wings to order, has great creative flavors - Jess Jess, El Jeffe, etc., and the staff is always prompt with great service. A well oiled, well run machine.\nThe bar staff is fantastic, my wife and I are 'regulars'. They know us by name, have our drink in our hands within minutes if not seconds.\nThe only drawback is the noise, crowd, lack of bar seeting and the bloody screaming kids parents tend to let run around earlier in the evening...\nWe time our visits better now to eliminate these factors and can't wait to go back again.\nThey are in S.Gilbert and WORTH THE DRIVE! \nThey free pour so have a DD.",,
2,"An ok touristy place to eat in a touristy section of Pittsburgh.\n\nIf you are one of those people that has to have a Hard Rock Cafe T from every place you go then I guess this is the place for you, otherwise, the food is over-priced for the quality.  There is a nice view of the dancing fountain if you are sitting outside.  There are much better restaurants in Pittsburgh where I would rather be.",,
0,"Niece's husband is a Glendale firefighter of mixed ancestry including Asian, Puerto Rican, and Mexican.  Took their three kids in for lunch.  Sat down, every eye in the place was on them. I kid you not- and I'm as caucasian as they come.  Five minutes pass, no acknowledgment from waitress.  Two couples walk in a  few minutes apart.  Waitress goes to those tables, brings menus, drinks.  After fifteen minutes my nephew and the kids walked out.  Absolutely horrible. How arrogant.  I don't think it was a coincidence.  I do think that the management is stupid, since they may someday need the services of civil servants who are not the same race as they are- will they ignore them as well?",,
4,"We drive 11 miles each way to get the best Chinese food in the East Valley. The restaurant is small, clean, and the owners are polite and very helpful. The food is always fresh and The portions are large. We've always picked up our food and take it home because the restaurant is tiny. In the five or six times we've been there we've never had a bad meal. They have a large American menu or you can order off their Chinese menu with dishes that you've never heard of.  If there is a dish that you like offered spicy they can make it so it's not spicy for you. My husband and I have been to China and I can tell you this is the most original and most like real Chinese food that I've had in it since I've been living in Arizona.",,
3,"Authentic. \n\nComing from San Francisco and living with home made Chinese food, I can tell you, when I am ready to have a great quick REAL Chinese meal, this is the place I go, instead of driving to Las Vegas.\n\nReal chinese cooks, real ingredients that take time to prepare. None of the normal celery, carrots, onion and green onion only ingredients. Yes, this place is made for the palate of suburbanites in Henderson, but you can find some great stuff like Chicken Curry, Chow Fun Noodles, and String Bean Beef.  All very tasty.  Best for take out or very casual dining, as the eat in area is very small and loud and crowded as you are basically in a take out environment.  Try it for basic and quick chinese food. Cannot go wrong.",,
3,The service here is excellent. The staff is very attentive good with the beverage refills. I ordered the combo Fried rice and my companion had Pad Thai and the green salad. We also shared an order of Spring rolls. Everything tasted freshly prepared and flavorful. I had hot green tea and she had an alcoholic drink that she raved about. So of course she had two. A very good dining experience.,,
2,"Le Yeti est une boutique d'\u00e9quipements et de v\u00eatements sportifs. Dans la premi\u00e8re cat\u00e9gorie on trouve surtout des skis, raquettes et v\u00e9los. Dans la seconde, on a une tr\u00e8s vaste s\u00e9lection de pantalons, polaires, vestes, blousons, et chaussures.  Ils proposent des marques de tr\u00e8s bonne qualit\u00e9 comme Patagonia, North Face, Canada Goose ou encore Salomon. Bien s\u00fbr la qualit\u00e9 a un prix alors pr\u00e9voyez un budget tr\u00e8s extensible!",,
3,"Great concept!\n\nIn fact, had thought about this for so long:\n\nWhy isn't there a place WITH a drive-through that actually makes delicious, HEALTHY food?\n\nD'Lish is it. They pride themselves on not serving coke/pepsi products, which I do quite like. \n\nBest dirty chai of my life here. Legit. So rich, flavorful and the espresso was made perfectly. Not over steeped, not burned...not weak, just right! Well, of course their food is incredible too : ) Anything you pick will rock your socks off.\n\nLemme say, while my dog didn't take the treat they offered (he's a brat lol) - the fact that they offered it was so nice. These folks care about what they're doing, and do it well.\n\nI can't wait to go back and have a meal on the delightful little patio.",,
3,All you can eat Sushi for $20/person??? HELLS YEAH!!! And it's fresh too!,,
2,Review for the nightclub: The reason why I give this club a 3 star is the fact that the wait line to get in is horrendous. I had to wait an hour to get in and from the other reviews it seems to be the norm. The positives are that the club is multiple levels playing different music. One of the floors played my fav music dance/electronic/trance and had a rave kind of stage where the DJ was playing with an LED hypnotizing background.\n\nDrinks as usual were overpriced and all levels were pretty packed.,,
4,"I've been here about five times since I moved to Gilbert. The food is excellent and consistent, especially the brisket. The staff is very friendly and knowledgable. \n\nGive this place a try.",,
